"","INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","INSTURL","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","OPEID","SAT_AVG","SATMTMID","SATVRMID","SATWRMID","PCT_WHITE","PCT_BLACK","PCT_ASIAN","PCT_HISPANIC"
"5999","Mandalyn Academy","American Fork","UT","40.371763","-111.78129","NULL","NULL","NULL","NULL","www.mandalynacademy.com","NULL","NULL","NULL",4161900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6000","Jose Maria Vargas University","Pembroke Pines","FL","26.009656","-80.281548","NULL","NULL","NULL","NULL","www.jmvu.edu/","NULL","10480","10480",4162000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6001","Laird Institute of Spa Therapy","Manchester","NH","42.967431","-71.480701","NULL","NULL","NULL","NULL","www.lairdinstitute.com","NULL","NULL","NULL",4162200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6002","D A Dorsey Technical College","Miami","FL","25.839575","-80.225732","NULL","NULL","NULL","NULL","dadorsey.dadeschools.net/","NULL","NULL","NULL",4164600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6003","Keweenaw Bay Ojibwa Community College","Baraga","MI","46.782535","-88.507761","NULL","NULL","NULL","NULL","www.kbocc.edu","NULL","2900","2900",4164700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6004","Meridian Institute of Surgical Assisting","Nashville","TN","36.187738","-86.842536","NULL","NULL","NULL","NULL","www.meridian-institute.edu","NULL","NULL","NULL",4165000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6005","Mauna Loa Helicopters","Kailua Kona","HI","19.729107","-156.041847","NULL","NULL","NULL","NULL","maunaloahelicopters.com","1","NULL","NULL",4165200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6006","Acaydia School of Aesthetics","Provo","UT","40.234627","-111.65823","NULL","NULL","NULL","NULL","www.acaydia.com","NULL","NULL","NULL",4165500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6007","Manhattan Institute","New York","NY","40.749711","-73.986929","NULL","NULL","NULL","NULL","www.manhattaninstitute.edu","NULL","NULL","NULL",4166000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6008","Cosmetic Arts Institute","Walterboro","SC","32.89577","-80.639021","NULL","NULL","NULL","NULL","www.cosmeticartsinstitute.edu","NULL","NULL","NULL",4166900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6009","Holistic Massage Training Institute","Baltimore","MD","39.322479","-76.603096","NULL","NULL","NULL","NULL","www.massagetrainingbaltimore.com","NULL","NULL","NULL",4168900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6010","Diamonds Cosmetology College","Sherman","TX","33.673442","-96.606125","NULL","NULL","NULL","NULL","www.diamondscosmetology.com/","NULL","NULL","NULL",4169100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6011","Northern Virginia School of Therapeutic Massage","Falls Church","VA","38.873422","-77.160302","NULL","NULL","NULL","NULL","www.nvschoolofmassage.com/","NULL","NULL","NULL",4169400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6012","Paul Mitchell the School-St Louis","St. Louis","MO","38.64474","-90.262731","NULL","NULL","NULL","NULL","school.paulmitchell.edu/stlouis","NULL","NULL","NULL",4170700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6013","Advanced Training Institute","Las Vegas","NV","36.09589","-115.206821","NULL","NULL","NULL","NULL","www.atitraining.com","NULL","NULL","NULL",4171000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6014","Cosmopolitan Beauty and Tech School","Annandale","VA","38.832093","-77.188583","NULL","NULL","NULL","NULL","www.cosmopolitan.edu","NULL","NULL","NULL",4171500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6015","Shepherds Theological Seminary","Cary","NC","35.744334","-78.742623","NULL","NULL","NULL","NULL","shepherds.edu","NULL","NULL","NULL",4173000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6016","Taylor Andrews Academy of Hair Design-West Jordan","West Jordan","UT","40.586803","-111.934309","NULL","NULL","NULL","NULL","www.taylorandrew.com/","NULL","NULL","NULL",4173200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6017","Santa Ana Beauty Academy","Santa Ana","CA","33.766402","-117.835205","NULL","NULL","NULL","NULL","www.saba-ca.com","NULL","NULL","NULL",4173400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6018","Grace College of Divinity","Fayetteville","NC","35.058616","-78.961305","NULL","NULL","NULL","NULL","www.GCD.edu","0.75","4240","4240",4173700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6019","Cosmetology College of Franklin County","Saint Clair","MO","38.345449","-90.980773","NULL","NULL","NULL","NULL","cosmetologycollegefranklincounty.com/","NULL","NULL","NULL",4173900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6020","The Salon Professional Academy","Rochester","MN","44.067621","-92.504273","NULL","NULL","NULL","NULL","www.tsparochester.com","NULL","NULL","NULL",4174400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6021","Aveda Institute-New Mexico","Albuquerque","NM","35.091873","-106.667464","NULL","NULL","NULL","NULL","www.avedanm.com","NULL","NULL","NULL",4174500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6022","Nashville Barber and Style Academy","Madison","TN","36.253418","-86.717414","NULL","NULL","NULL","NULL","www.nashvillebarberandstyleacademy.com","NULL","NULL","NULL",4174600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6023","American Trade School","Saint Ann","MO","38.72876","-90.380141","NULL","NULL","NULL","NULL","www.americantradeschool.edu","NULL","NULL","NULL",4174800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6024","Estelle Skin Care and Spa Institute","Skokie","IL","42.06358","-87.747041","NULL","NULL","NULL","NULL","www.estelle.edu","NULL","NULL","NULL",4174900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6025","Paul Mitchell the School-Honolulu","Honolulu","HI","21.28206","-157.800461","NULL","NULL","NULL","NULL","paulmitchell.edu/honolulu","NULL","NULL","NULL",4175100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6026","Elite Cosmetology School","Yucca Valley","CA","34.121188","-116.435531","NULL","NULL","NULL","NULL","eliteschools.edu","NULL","NULL","NULL",4175400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6027","American Technical Institute","Bayamon","PR","18.37607","-66.177409","NULL","NULL","NULL","NULL","www.amtec.edu","NULL","NULL","NULL",4176000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6028","Bergin University of Canine Studies","Rohnert Park","CA","38.353867","-122.721175","NULL","NULL","NULL","NULL","www.berginu.edu","NULL","NULL","NULL",4176300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6029","Aveda Institute-Boise","Boise","ID","43.620545","-116.309994","NULL","NULL","NULL","NULL","www.avedaidaho.com","NULL","NULL","NULL",4176700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6030","Pima Medical Institute-Aurora","Aurora","CO","39.6956","-104.831481","NULL","NULL","NULL","NULL","pmi.edu","NULL","NULL","NULL",4177100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6031","Real Barbers College","Anaheim","CA","33.834615","-117.919077","NULL","NULL","NULL","NULL","www.therealbarbercollege.com","NULL","NULL","NULL",4177200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6032","Capilo School of Hair Design","Augusta","ME","44.317693","-69.777717","NULL","NULL","NULL","NULL","www.capilo.com","NULL","NULL","NULL",4177400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6033","Pure Aesthetics","Tucson","AZ","32.23572","-110.929841","NULL","NULL","NULL","NULL","www.pureaesthetics.edu","NULL","NULL","NULL",4177500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6034","Lindsey Institute of Cosmetology","Bowling Green","KY","36.947279","-86.420808","NULL","NULL","NULL","NULL","www.lindseyinstitute.com","NULL","NULL","NULL",4177600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6035","The Salon Professional Academy","Iowa City","IA","41.64261","-91.503051","NULL","NULL","NULL","NULL","tspaiowacity.com/","NULL","NULL","NULL",4177800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6036","Buckner Barber School","Dallas","TX","32.737175","-96.684709","NULL","NULL","NULL","NULL","bucknerbarberschool.com/","NULL","NULL","NULL",4177900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6037","Simmons College of Kentucky","Louisville","KY","38.239519","-85.764811","NULL","NULL","NULL","NULL","www.simmonscollegeky.edu","NULL","5310","5310",4178000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6038","Atelier Esthetique Institute of Esthetics","New York","NY","40.73814","-73.999581","NULL","NULL","NULL","NULL","www.aeinstitute.net","NULL","NULL","NULL",4178700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6039","Advanced College of Cosmetology","Waupun","WI","43.632848","-88.736198","NULL","NULL","NULL","NULL","www.accsuccess.com","NULL","NULL","NULL",4179200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6040","North American University","Stafford","TX","29.646303","-95.588338","NULL","NULL","NULL","NULL","www.na.edu","NULL","11900","11900",4179500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6041","Entourage Institute of Beauty and Esthetics","Lenexa","KS","38.958","-94.725291","NULL","NULL","NULL","NULL","www.entouragebeauty.com","NULL","NULL","NULL",4179600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6042","United Beauty College","Denver","CO","39.697447","-105.010843","NULL","NULL","NULL","NULL","ubc-denver.com/","NULL","NULL","NULL",4179700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6043","Cinta Aveda Institute","San Francisco","CA","37.790935","-122.404307","NULL","NULL","NULL","NULL","www.cintaaveda.edu","NULL","NULL","NULL",4180000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6044","Long Island Nail & Skin Care Institute","Levittown","NY","40.725914","-73.499036","NULL","NULL","NULL","NULL","www.longislandnailandskincareinstitute.edu","NULL","NULL","NULL",4180200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6045","Southern California Health Institute","Reseda","CA","34.200827","-118.526822","NULL","NULL","NULL","NULL","www.sochi.edu","NULL","NULL","NULL",4181200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6046","Best Care College","East Orange","NJ","40.765332","-74.221116","NULL","NULL","NULL","NULL","bestcarehealth.com","NULL","NULL","NULL",4181400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6047","First Class Cosmetology School","Beloit","WI","42.49901","-89.036231","NULL","NULL","NULL","NULL","firstclasscosmetologyschool.com","NULL","NULL","NULL",4182100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6048","Millennia Atlantic University","Doral","FL","25.808134","-80.352717","NULL","NULL","NULL","NULL","www.maufl.edu","NULL","10340","10340",4182500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6049","Abcott Institute","Southfield","MI","42.446331","-83.210617","NULL","NULL","NULL","NULL","www.abcott.edu","NULL","NULL","NULL",4183300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6050","The Salon Professional Academy-Kenosha","Kenosha","WI","42.55804","-87.853088","NULL","NULL","NULL","NULL","kenoshatspa.com/","NULL","NULL","NULL",4183600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6051","Paul Mitchell the School-Indianapolis","Indianapolis","IN","39.640007","-86.127361","NULL","NULL","NULL","NULL","paulmitchell.edu/indianapolis/","NULL","NULL","NULL",4184000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6052","Taylor Andrews Academy-St George","St. George","UT","37.107627","-113.557315","NULL","NULL","NULL","NULL","www.taylorandrewstgeorge.com","NULL","NULL","NULL",4184200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6053","Seymour Beauty Academy","Seymour","MO","37.14678","-92.769771","NULL","NULL","NULL","NULL","www.SeymourBeautyAcademy.com","NULL","NULL","NULL",4184400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6054","Protege Academy","East Lansing","MI","42.772212","-84.485246","NULL","NULL","NULL","NULL","www.protegeacademy.com","NULL","NULL","NULL",4184700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6055","Colorado Academy of Veterinary Technology","Colorado Springs","CO","38.794277","-104.790429","NULL","NULL","NULL","NULL","www.cavt.edu","1","11435","11435",4185000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6056","Northeast Technical Institute","Scarborough","ME","43.608171","-70.314892","NULL","NULL","NULL","NULL","www.ntinow.edu","NULL","NULL","NULL",4185100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6057","Academy for Salon Professionals","Santa Clara","CA","37.352017","-121.963112","NULL","NULL","NULL","NULL","www.southbayacademyforsalonpros.com/","NULL","NULL","NULL",4185700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6058","Elite School of Cosmetology","Norwalk","OH","41.233614","-82.60795","NULL","NULL","NULL","NULL","www.eliteschoolofcosmetology.com","NULL","NULL","NULL",4185900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6059","Paul Mitchell the School-Las Vegas","Las Vegas","NV","36.016734","-115.117034","NULL","NULL","NULL","NULL","paulmitchell.edu/lasvegas","NULL","NULL","NULL",4186300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6060","Summit Salon Academy-Kokomo","Kokomo","IN","40.474971","-86.106111","NULL","NULL","NULL","NULL","kokomotspa.com/","NULL","NULL","NULL",4186600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6061","Hair Academy","Montgomery","AL","32.337395","-86.256799","NULL","NULL","NULL","NULL","www.thehairacademyllc.com","NULL","NULL","NULL",4187300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6062","Florida Academy","Fort Myers","FL","26.608637","-81.824273","NULL","NULL","NULL","NULL","www.florida-academy.edu","NULL","NULL","NULL",4188300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6063","Institute for Doctoral Studies in the Visual Arts","Portland","ME","43.65405","-70.272161","NULL","NULL","NULL","NULL","www.idsva.edu","NULL","NULL","NULL",4188800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6064","State Career College","Waukegan","IL","42.370787","-87.870502","NULL","NULL","NULL","NULL","www.statecareercollege.edu","NULL","NULL","NULL",4189600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6065","Academy for Salon Professionals","Northridge","CA","34.23396","-118.558215","NULL","NULL","NULL","NULL","www.academyla.com/","NULL","NULL","NULL",4189800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6066","Paul Mitchell the School-Spokane","Spokane Valley","WA","47.658368","-117.19893","NULL","NULL","NULL","NULL","paulmitchell.edu/spokane/","NULL","NULL","NULL",4191900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6067","J Renee College","Elgin","IL","42.070355","-88.289545","NULL","NULL","NULL","NULL","www.JRenee.edu","NULL","NULL","NULL",4175800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6068","National Personal Training Institute of Colorado","Lakewood","CO","39.74087","-105.154321","NULL","NULL","NULL","NULL","www.personaltraininginstitute.edu","NULL","NULL","NULL",4185400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6069","National Personal Training Institute of Colorado","Colorado Springs","CO","38.894095","-104.754668","NULL","NULL","NULL","NULL","www.personaltraininginstitute.edu","NULL","NULL","NULL",4185401,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6070","International College of Beauty Arts & Sciences","Los Angeles","CA","34.148057","-118.273227","NULL","NULL","NULL","NULL","www.icbas.edu/","NULL","NULL","NULL",4186900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6071","The Salon Professional Academy-Shorewood","Shorewood","IL","41.540252","-88.203774","NULL","NULL","NULL","NULL","www.thesalonprofessionalacademy.com/","NULL","NULL","NULL",4189200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6072","John Paul the Great Catholic University","Escondido","CA","33.12085","-117.082401","25","27","24","NULL","https://jpcatholic.edu/","0.9804","24900","24900",4193700,"1088","505","550","NULL","NULL","NULL","NULL","NULL"
"6073","Independence University","Salt Lake City","UT","41.232785","-112.011508","NULL","NULL","NULL","NULL","www.independence.edu","NULL","16968","16968",367409,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6074","National American University-Tulsa","Tulsa","OK","36.046839","-95.905505","NULL","NULL","NULL","NULL","www.national.edu/locations/campuses/tulsa/","NULL","13755","13755",405722,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6075","National American University-Centennial","Centennial","CO","39.567327","-104.960106","NULL","NULL","NULL","NULL","www.national.edu/locations/campuses/centennial/","NULL","13755","13755",405723,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6076","National American University-Lee's Summit","Lee's Summit","MO","38.919788","-94.402645","NULL","NULL","NULL","NULL","www.national.edu/locations/campuses/lees-summit/","NULL","13755","13755",405724,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6077","National American University-Colorado Springs South","Colorado Springs","CO","38.847542","-104.722124","NULL","NULL","NULL","NULL","www.national.edu/locations/campuses/colorado-springs-south/","NULL","13755","13755",405725,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6078","Salter College-Chicopee","Chicopee","MA","42.16137","-72.527413","NULL","NULL","NULL","NULL","www.salter.edu","NULL","NULL","NULL",466608,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6079","Chamberlain University-Missouri","St. Louis","MO","38.701907","-90.436283","NULL","NULL","NULL","NULL","www.chamberlain.edu","0.7778","19230","19230",638507,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6080","Chamberlain University-Texas","Houston","TX","29.838386","-95.560414","NULL","NULL","NULL","NULL","www.chamberlain.edu","0.6667","19230","19230",638508,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6081","Continental School of Beauty Culture-Mattydale","Mattydale","NY","43.105938","-76.147295","NULL","NULL","NULL","NULL","continentalschoolofbeauty.edu","NULL","NULL","NULL",752205,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
